,apple,positive,126415614616154112
1403,google,positive,126499145014980608
1404,google,positive,126499143282737152
1405,google,positive,126498734409396224
1406,google,positive,126498608815149056
1407,google,positive,126498587499696128
1408,google,positive,126497976314109952
1409,google,positive,126497860752646146
1410,google,positive,126497655785402368
1411,google,positive,126496772586610688
1412,google,positive,126496739531304960
1413,google,positive,126496342901133313
1414,google,positive,126496262668292096
1415,google,positive,126496155856142336
1416,google,positive,126496005809127424
1417,google,positive,126495843116265475
1418,google,positive,126495812724338688
1419,google,positive,126495283176685569
1420,google,positive,126495221373607936
1421,google,positive,126494976396898305
1422,google,positive,126494883367235585
1423,google,positive,126494838689513473
1424,google,positive,126494834449063936
1425,google,positive,126494645281755136
1426,google,positive,126494573966016512
1427,google,positive,126494442290020352
1428,google,positive,126494344566943744
1429,google,positive,126494339248562176
1430,google,positive,126494280318582784
1431,google,positive,126494221879357440
1432,google,positive,126494100252925954
1433,google,positive,126494070385283072
1434,google,positive,126493889761787904
1435,google,positive,126493850914131968
1436,google,positive,126493722916560896
1437,google,positive,126493683515260928
1438,google,positive,126493648757071873
1439,google,positive,126493639605092352
1440,google,positive,126493624270725120
1441,google,positive,126493538945994752
1442,google,positive,126493495933403136
1443,google,positive,126493472931844096
1444,google,positive,126493405760069632
1445,google,positive,126493371790397440
1446,google,positive,126493365775777792
1447,google,positive,126493265661919232
1448,google,positive,126493192110612480
1449,google,positive,126493141271449600
1450,google,positive,126493101807239168
1451,google,positive,126493037110099968
1452,google,positive,126493034014720000
1453,google,positive,126492983968268289
1454,google,positive,126492981460082688
1455,google,positive,126492970793971712
1456,google,positive,126492852615262208
1457,google,positive,126492838870515713
1458,google,positive,126492656124702721
1459,google,positive,126492628152889344
1460,google,positive,126492595500236800
1461,google,positive,126492495394775043
1462,google,positive,126492415749128192
1463,google,positive,126492266016673794
1464,google,positive,126492259993657345
1465,google,positive,126492242373386240
1466,google,positive,126492101549621249
1467,google,positive,126492040954527744
1468,google,positive,126492009748889600
1469,google,positive,126491707247300608
1470,google,positive,126491689396338688
1471,google,positive,126491589852930048
1472,google,positive,126491556831182848
1473,google,positive,126491420260442112
1474,google,positive,126491304036278272
1475,google,positive,126491177754165252
1476,google,positive,126491109982613505
1477,google,positive,126491084854530049
1478,google,positive,126491009558392832
1479,google,positive,126490970803027969
1480,google,positive,126490696214511616
1481,google,positive,126490548306579457
1482,google,positive,126490282878443520
1483,google,positive,126490137944268800
1484,google,positive,126489924596793345
1485,google,positive,126489848004608000
1486,google,positive,126489841096597504
1487,google,positive,126489713782685696
1488,google,positive,126489671730597888
1489,google,positive,126489564415131649
1490,google,positive,126489424807735296
1491,google,positive,126489397507014656
1492,google,positive,126489393526616064
1493,google,positive,126489263025033216
1494,google,positive,126489200567664640
1495,google,positive,126489182263721984
1496,google,positive,126489085102661632
1497,google,positive,126489066077302784
1498,google,positive,126488933772169216
1499,google,positive,126488863374983168
1500,google,positive,126488589046517760
1501,google,positive,126488572772622336
1502,google,positive,126488519265894400
1503,google,positive,126488454921068544
1504,google,positive,126488447098695680
1505,google,positive,126488384410619906
1506,google,positive,126488304341360640
1507,google,positive,126488294325370880
1508,google,positive,126488282862338049
1509,google,positive,126488249739915264
1510,google,positive,126488202935664640
1511,google,positive,126488018616987648
1512,google,positive,126487901084196864
1513,google,positive,126487844830191617
1514,google,positive,126487738684948480
1515,google,positive,126487523366150144
1516,google,positive,126487508589621248
1517,google,positive,126487332865056768
1518,google,positive,126487323071365120
1519,google,positive,126487172487462912
1520,google,positive,126487153655029760
1521,google,positive,126487090723700737
1522,google,positive,126487082905518081
1523,google,positive,126486849706401792
1524,google,positive,126486332104130561
1525,google,positive,126486322675318784
1526,google,positive,126485171280166913
1527,google,positive,126484977176158208
1528,google,positive,126484769285480448
1529,google,positive,126484631389356032
1530,google,negative,126534476875567104
1531,google,negative,126533446293127168
1532,google,negative,126532210210783232
1533,google,negative,126527166195314688
1534,google,negative,126526648928579584
1535,google,negative,126524840126582784
1536,google,negative,126520550876127232
1537,google,negative,126520337289580544
1538,google,negative,126518920122335233
1539,google,negative,126517970179600385
1540,google,negative,126517608697708545
1541,google,negative,126516572343910400
1542,google,negative,126516408317251585
1543,google,negative,126515822750478337
1544,google,negative,126515697181409280
1545,google,negative,126514511862706176
1546,google,negative,126507644742672384
1547,google,negative,126506609823334400
1548,google,negative,126505594290057216
1549,google,negative,126505113362776064
1550,google,negative,126503098071007232
1551,google,negative,126502732369629184
1552,google,negative,126502274204831744
1553,google,negative,126501869920075776
1554,google,negative,126499555742203904
1555,google,negative,126497996350304257
1556,google,negative,126497929593761792
1557,google,negative,126497514168922112
1558,google,negative,126497333209858049
1559,google,negative,126496987192373248
1560,google,negative,126495219058348032
1561,google,negative,126494895501348864
1562,google,negative,126494402381225984
1563,google,negative,126494319749238784
1564,google,negative,126494303173361664
1565,google,negative,126494261922381824
1566,google,negative,126493910037037058
1567,google,negative,126493616519647232
1568,google,negative,126493030185316352
1569,google,negative,126492741764005890
1570,google,negative,126492244151771137
1571,google,negative,126491870900666368
1572,google,negative,126491825660887040
1573,google,negative,126491776482689024
1574,google,negative,126491509527805952
1575,google,negative,126491502493962240
1576,google,negative,126491480087986176
1577,google,negative,126490767345725441
1578,google,negative,126490750958567424
1579,google,negative,126490477288636416
1580,google,negative,126489936944832512
1581,google,negative,126489813468721152
1582,google,negative,126489698314104832
1583,google,negative,126488700975726593
1584,google,negative,126487669533442048
1585,google,negative,126487604035198976
1586,google,negative,126487206570373120
1587,google,negative,126487152338026496
1588,google,negative,126486838549557248
1589,google,negative,126486654830645249
1590,google,negative,126486634458914816
1591,google,neutral,126535080557551616
1592,google,neutral,126535043588964352
1593,google,neutral,126535016049160192
1594,google,neutral,126534917290070016
1595,google,neutral,126534362148782080
1596,google,neutral,126534144170790912
1597,google,neutral,126534083797987328
1598,google,neutral,126534080627093504
1599,google,neutral,126533944832311298
1600,google,neutral,126533740628422656
1601,google,neutral,126533730671149056
1602,google,neutral,126533567311392769
1603,google,neutral,126533547803680770
1604,google,neutral,126533491495157760
1605,google,neutral,126533487590248448
1606,google,neutral,126533485837037568
1607,google,neutral,126532820507176960
1608,google,neutral,126532798994583552
1609,google,neutral,126532569259970560
1610,google,neutral,126532361587396610
1611,google,neutral,126532316859338752
1612,google,neutral,126532178082410496
1613,google,neutral,126532141302558720
1614,google,neutral,126532121773883392
1615,google,neutral,126532064823619584
1616,google,neutral,126532054136524800
1617,google,neutral,126532019999096832
1618,google,neutral,126531893649874945
1619,google,neutral,126531814071336960
1620,google,neutral,126531693522857984
1621,google,neutral,126531628087513088
1622,google,neutral,126531561691693056
1623,google,neutral,126531560194326530
1624,google,neutral,126531556255870976
1625,google,neutral,126531542733430784
1626,google,neutral,126531524945395713
1627,google,neutral,126531522487533568
1628,google,neutral,126531297249202176
1629,google,neutral,126531285475799040
1630,google,neutral,126531278517448705
1631,google,neutral,126531161215344640
1632,google,neutral,126530795987939328
1633,google,neutral,126530766829129728
1634,google,neutral,126530553477468160
1635,google,neutral,126530551384506368
1636,google,neutral,126530550394650625
1637,google,neutral,126530532640169986
1638,google,neutral,126530487840813056
1639,google,neutral,126530423026233346
1640,google,neutral,126529904731881472
1641,google,neutral,126529833487446016
1642,google,neutral,126529492582797313
1643,google,neutral,126529490737303552
1644,google,neutral,126529470814363648
1645,google,neutral,126529468981452800
1646,google,neutral,126529403067969537
1647,google,neutral,126529287858819072
1648,google,neutral,126529224642281472
1649,google,neutral,126529168715431936
1650,google,neutral,126529111819681792
1651,google,neutral,126529099018674176
1652,google,neutral,126529019284946944
1653,google,neutral,126528767228248064
1654,google,neutral,126528551766867968
1655,google,neutral,126528448050118656
1656,google,neutral,126528342613700608
1657,google,neutral,126528318542589952
1658,google,neutral,126528316978102272
1659,google,neutral,126528307004051458
1660,google,neutral,126528290352660480
1661,google,neutral,126528288729473024
1662,google,neutral,126528287831891968
1663,google,neutral,126528286871396352
1664,google,neutral,126528248329940992
1665,google,neutral,126528157573578754
1666,google,neutral,126528078057963520
1667,google,neutral,126527897065373696
1668,google,neutral,126527760662413312
1669,google,neutral,126527757151776768
1670,google,neutral,126527756036091904
1671,google,neutral,126527743528673280
1672,google,neutral,126527523529043968
1673,google,neutral,126527262190346240
1674,google,neutral,126527122218041345
1675,google,neutral,126527077905207296
1676,google,neutral,126526945008689152
1677,google,neutral,126526850452299776
1678,google,neutral,126526838251065344
1679,google,neutral,126526793380409344
1680,google,neutral,126526782001262592
1681,google,neutral,126526594973052928
1682,google,neutral,126526457974489088
1683,google,neutral,126526371785752576
1684,google,neutral,126525872915226624
1685,google,neutral,126525730526998528
1686,google,neutral,126525539442892800
1687,google,neutral,126525506018492416
1688,google,neutral,126525491954987008
1689,google,neutral,126525475723022336
1690,google,neutral,126525465715425282
1691,google,neutral,126525210483638272
1692,google,neutral,126525169756946432
1693,google,neutral,126525031135195136
1694,google,neutral,126525007525462016
1695,google,neutral,126524889296412672
1696,google,neutral,126524843339431936
1697,google,neutral,126524841544257536
1698,google,neutral,126524784120037376
1699,google,neutral,126524764071264257
1700,google,neutral,126524648874717184
1701,google,neutral,126524290945384449
1702,google,neutral,126524242635403264
1703,google,neutral,126524229997953024
1704,google,neutral,126524074179567617
1705,google,neutral,126524050037145601
1706,google,neutral,126524003266473984
1707,google,neutral,126523791735144448
1708,google,neutral,126523776195231744
1709,google,neutral,126523549493112832
1710,google,neutral,126523519357030400
1711,google,neutral,126523435772948480
1712,google,neutral,126523421231300608
1713,google,neutral,126523245649342464
1714,google,neutral,126522997522702336
1715,google,neutral,126522979080339456
1716,google,neutral,126522978971299840
1717,google,neutral,126522853779705856
1718,google,neutral,126522802466598912
1719,google,neutral,126522667703599104
1720,google,neutral,126522664939565057
1721,google,neutral,126522423771267072
1722,google,neutral,126522225674301440
1723,google,neutral,126521973672120320
1724,google,neutral,126521718272573440
1725,google,neutral,126521582809128961
1726,google,neutral,126521573330010112
1727,google,neutral,126521564979150848
1728,google,neutral,126521489116766208
1729,google,neutral,126521384657616896
1730,google,neutral,126521228524658688
1731,google,neutral,126521130197585920
1732,google,neutral,126521102783619072
1733,google,neutral,126520984122572801
1734,google,neutral,126520920352358401
1735,google,neutral,126520914413236224
1736,google,neutral,126520707969581056
1737,google,neutral,126520695218913282
1738,google,neutral,126520611190218752
1739,google,neutral,126520531934654465
1740,google,neutral,126520511483219968
1741,google,neutral,126520508903718912
1742,google,neutral,126520504822661120
1743,google,neutral,126520501442056193
1744,google,neutral,126520500246687745
1745,google,neutral,126520116795015169
1746,google,neutral,126520107089395712
1747,google,neutral,126520074717765632
1748,google,neutral,126520020871294977
1749,google,neutral,126519912821825538
1750,google,neutral,126519469500669952
1751,google,neutral,126519331956862976
1752,google,neutral,126519306832982016
1753,google,neutral,126519290722648064
1754,google,neutral,126519251631747072
1755,google,neutral,126519229515169792
1756,google,neutral,126519227006988288
1757,google,neutral,126519072195223552
1758,google,neutral,126519044798029824
1759,google,neutral,126519034488426496
1760,google,neutral,126519019699314688
1761,google,neutral,126518955526455296
1762,google,neutral,126518773401391104
1763,google,neutral,126518709358575616
1764,google,neutral,126518669554626560
1765,google,neutral,126518471893848064
1766,google,neutral,126518469507289090
1767,google,neutral,126518466315431936
1768,google,neutral,126518461055774721
1769,google,neutral,126518313160409088
1770,google,neutral,126518280633593856
1771,google,neutral,126518252355584001
1772,google,neutral,126518222487961600
1773,google,neutral,126518218343972864
1774,google,neutral,126518146063532032
1775,google,neutral,126518121946292224
1776,google,neutral,126518025863168000
1777,google,neutral,126517966589267968
1778,google,neutral,126517947329036288
1779,google,neutral,126517930027515904
1780,google,neutral,126517793792344064
1781,google,neutral,126517583347326976
1782,google,neutral,126517558152134656
1783,google,neutral,126517526363504641
1784,google,neutral,126517510915899392
1785,google,neutral,126517487503294464
1786,google,neutral,126517179272278016
1787,google,neutral,126517076889321472
1788,google,neutral,126516982936895488
1789,google,neutral,126516936862474241
1790,google,neutral,126516898845310977
1791,google,neutral,126516776652640256
1792,google,neutral,126516749242871809
1793,google,neutral,126516744742387712
1794,google,neutral,126516481679818752
1795,google,neutral,126516342319890432
1796,google,neutral,126516212749443072
1797,google,neutral,126516054452211712
1798,google,neutral,126515992737218560
1799,google,neutral,126515637978796032
1800,google,neutral,126515624984846336
1801,google,neutral,126515576507084800
1802,google,neutral,126515415592607744
1803,google,neutral,126515341567344641
1804,google,neutral,126515215255871488
1805,google,neutral,126515104723374080
1806,google,neutral,126514999375048705
1807,google,neutral,126514945373376512
1808,google,neutral,126514719828885504
1809,google,neutral,126514719770161152
1810,google,neutral,126514718188900352
1811,google,neutral,126514697875894272
1812,google,neutral,126514441314500608
1813,google,neutral,126514438680489985
1814,google,neutral,126514435949993984
1815,google,neutral,126513983338450944
1816,google,neutral,126513869467299840
1817,google,neutral,126513499890397185
1818,google,neutral,126513430508212224
1819,google,neutral,126513429103128577
1820,google,neutral,126513426968215552
1821,google,neutral,126513317320736768
1822,google,neutral,126513312857985024
1823,google,neutral,126513307589935104
1824,google,neutral,126513117944496128
1825,google,neutral,126513115830554625
1826,google,neutral,126513110264717312
1827,google,neutral,126512968958607360
1828,google,neutral,126512932933734402
1829,google,neutral,126512842194161664
1830,google,neutral,126512471845515264
1831,google,neutral,126512460629946370
1832,google,neutral,126512277720535040
1833,google,neutral,126512269847826432
1834,google,neutral,126512265036959744
1835,google,neutral,126512261543116800
1836,google,neutral,126512199857475585
1837,google,neutral,126512130752126976
1838,google,neutral,126511907569020928
1839,google,neutral,126511799947366401
1840,google,neutral,126511624256372736
1841,google,neutral,126511578777526273
1842,google,neutral,126511507088478208
1843,google,neutral,126511425760935936
1844,google,neutral,126511400825790464
1845,google,neutral,126511380365983744
1846,google,neutral,126511358861778944
1847,google,neutral,126511243371610113
1848,google,neutral,126510976358035456
1849,google,neutral,126510915771301888
1850,google,neutral,126510815246422016
1851,google,neutral,126510801803673600
1852,google,neutral,126510781801046016
1853,google,neutral,126510731549085697
1854,google,neutral,126510402359140352
1855,google,neutral,126510393114898432
1856,google,neutral,126510377558216704
1857,google,neutral,126510284536942592
1858,google,neutral,126510143541231616
1859,google,neutral,126510049039368192
1860,google,neutral,126509936518762496
1861,google,neutral,126509922505596928
1862,google,neutral,126509783665745920
1863,google,neutral,126509619819462657
1864,google,neutral,126509495907135489
1865,google,neutral,126509474935611392
1866,google,neutral,126509381327134720
1867,google,neutral,126509283260108800
1868,google,neutral,126509226720903168
1869,google,neutral,126509135842914304
1870,google,neutral,126508885992415232
1871,google,neutral,126508842367463424
1872,google,neutral,126508789254979584
1873,google,neutral,126508753997668352
1874,google,neutral,126508642060083200
1875,google,neutral,126508495255257088
1876,google,neutral,126508398522019840
1877,google,neutral,126508044187217920
1878,google,neutral,126508037400825857
1879,google,neutral,126508035416928256
1880,google,neutral,126507982543532034
1881,google,neutral,126507925337411584
1882,google,neutral,126507911844339712
1883,google,neutral,126507657472393216
1884,google,neutral,126507418539671552
1885,google,neutral,126506926069645312
1886,google,neutral,126506902145347584
1887,google,neutral,126506895124086784
1888,google,neutral,126506846499520512
1889,google,neutral,126506795958153216
1890,google,neutral,126506701259157504
1891,google,neutral,126506651271430144
1892,google,neutral,126506310228377600
1893,google,neutral,126506306201858049
1894,google,neutral,126506273662447616
1895,google,neutral,126506272152502272
1896,google,neutral,126506232432439296
1897,google,neutral,126506073099218945
1898,google,neutral,126505781553147904
1899,google,neutral,126505768299147264
1900,google,neutral,126505670446022656
1901,google,neutral,126505612690456576
1902,google,neutral,126505607116238848
1903,google,neutral,126505469601775616
1904,google,neutral,126505424823402496
1905,google,neutral,126505412068511745
1906,google,neutral,126505392191705088
1907,google,neutral,126505364307984384
1908,google,neutral,126505359161573377
1909,google,neutral,126505133587709953
1910,google,neutral,126505125853401088
1911,google,neutral,126505094664568833
1912,google,neutral,126505086041067520
1913,google,neutral,126504998799552513
1914,google,neutral,126504923687960576
1915,google,neutral,126504910844989440
1916,google,neutral,126504893354741760
1917,google,neutral,126504842469457922
1918,google,neutral,126504774047772672
1919,google,neutral,126504709036056576
1920,google,neutral,126504479595044864
1921,google,neutral,126504427275300864
1922,google,neutral,126504377862205441
1923,google,neutral,126504319859175424
1924,google,neutral,126504126665334784
1925,google,neutral,126504115508494337
1926,google,neutral,126504105530236928
1927,google,neutral,126504077831045122
1928,google,neutral,126503993768804352
1929,google,neutral,126503947560165376
1930,google,neutral,126503755331022849
1931,google,neutral,126503706760974337
1932,google,neutral,126503703514578944
1933,google,neutral,126503693355982849
1934,google,neutral,126503688595447810
1935,google,neutral,126503683142852608
1936,google,neutral,126503627706732544
1937,google,neutral,126503364103118848
1938,google,neutral,126503349657935872
1939,google,neutral,126503348613558272
1940,google,neutral,126503090487705601
1941,google,neutral,126503088461848576
1942,google,neutral,126502770130960384
1943,google,neutral,126502761608122368
1944,google,neutral,126502730264088576
1945,google,neutral,126502630578069504
1946,google,neutral,126502626085969920
1947,google,neutral,126502616128684032
1948,google,neutral,126502614086070273
1949,google,neutral,126502326356815872
1950,google,neutral,126502296916987904
1951,google,neutral,126502291799945217
1952,google,neutral,126502250041454593
1953,google,neutral,126502128737976321
1954,google,neutral,126502101944778752
1955,google,neutral,126502100308996097
1956,google,neutral,126501988132327425
1957,google,neutral,126501888756682752
1958,google,neutral,126501882331017216
1959,google,neutral,126501647378690048
1960,google,neutral,126501582274707457
1961,google,neutral,126501535160074240
1962,google,neutral,126501463752060928
1963,google,neutral,126501463726899200
1964,google,neutral,126501463672369152
1965,google,neutral,126501463663976448
1966,google,neutral,126501463659790337
1967,google,neutral,126501463626223616
1968,google,neutral,126501463554924544
1969,google,neutral,126501463529754624
1970,google,neutral,126501463487815680
1971,google,neutral,126501428897382400
1972,google,neutral,126501392163684353
1973,google,neutral,126501360089825280
1974,google,neutral,126501209887621121
1975,google,neutral,126501176559677441
1976,google,neutral,126501155999203328
1977,google,neutral,126500867280093184
1978,google,neutral,126500856026771456
1979,google,neutral,126500659833995265
1980,google,neutral,126500532478148610
1981,google,neutral,126500276994711553
1982,google,neutral,126500259974234112
1983,google,neutral,126500105762250752
1984,google,neutral,126499963176886272
1985,google,neutral,126499722805522433
1986,google,neutral,126499712164560896
1987,google,neutral,126499577443532801
1988,google,neutral,126499521822867458
1989,google,neutral,126499521344712704
1990,google,neutral,126499346022805504
1991,google,neutral,126499314393546752
1992,google,neutral,126499307284217856
1993,google,neutral,126499293895987201
1994,google,neutral,126499217807122433
1995,google,neutral,126498840831475712
1996,google,neutral,126498825992019969
1997,google,neutral,126498759143211008
1998,google,neutral,126498660811935744
1999,google,neutral,126498593770184704
2000,google,neutral,126498481534808064
2001,google,neutral,126498259228303360
2002,google,neutral,126498218501607426
2003,google,neutral,126498101124005889
2004,google,neutral,126497969972330497
2005,google,neutral,126497822009860096
2006,google,neutral,126497642493648897
2007,google,neutral,126497423815213056
2008,google,neutral,126497346870718464
2009,google,neutral,126497339933327360
2010,google,neutral,126497339073495040
2011,google,neutral,126497335831306240
2012,google,neutral,126497288301457408
2013,google,neutral,126497256382803968
2014,google,neutral,126497160345829376
2015,google,neutral,126497100866387969
2016,google,neutral,126497008197435392
2017,google,neutral,126496951746301952
2018,google,neutral,126496930204352512
2019,google,neutral,126496891797118976
2020,google,neutral,126496853742198784
2021,google,neutral,126496835933179904
2022,google,neutral,126496835920609280
2023,google,neutral,126496802634612736
2024,google,neutral,126496726143086592
2025,google,neutral,126496688163655680
2026,google,neutral,126496634120056832
2027,google,neutral,126496571541045248
2028,google,neutral,126496553811709952
2029,google,neutral,126496553748803586
2030,google,neutral,126496493648609280
2031,google,neutral,126496395132796929
2032,google,neutral,126496303738912769
2033,google,neutral,126496230984519680
2034,google,neutral,126496228572790784
2035,google,neutral,126496131554344960
2036,google,neutral,126496131545960449
2037,google,neutral,126496131529183232
2038,google,neutral,126496131441102848
2039,google,neutral,126496131411742721
2040,google,neutral,126496131382382592
2041,google,neutral,126496131378188289
2042,google,neutral,126496131374006272
2043,google,neutral,126496131353018368
2044,google,neutral,126496068467822593
2045,google,neutral,126495741014315008
2046,google,neutral,126495706356789248
2047,google,neutral,126495690636529664
2048,google,neutral,126495653747634176
2049,google,neutral,126495340026273792
2050,google,neutral,126495319792959488
2051,google,neutral,126495268538560512
2052,google,neutral,126495169536208896
2053,google,neutral,126495125303083009
2054,google,neutral,126495072102522880
2055,google,neutral,126495001868906496
2056,google,neutral,126494909548077056
2057,google,neutral,126494729474015232
2058,google,neutral,126494715024637952
2059,google,neutral,126494709605609472
2060,google,neutral,126494691016441857
2061,google,neutral,126494645403398145
2062,google,neutral,126494569184505856
2063,google,neutral,126494532857643008
2064,google,neutral,126494358508806144
2065,google,neutral,126494314057568256
2066,google,neutral,126494270650724353
2067,google,neutral,126494239143116801
2068,google,neutral,126494171065364480
2069,google,neutral,126494094276042752
2070,google,neutral,126493962499391488
2071,google,neutral,126493954429550593
2072,google,neutral,126493895625424896
2073,google,neutral,126493811638677504
2074,google,neutral,126493785533321216
2075,google,neutral,126493625285750784
2076,google,neutral,126493567182061569
2077,google,neutral,126493558365630465
2078,google,neutral,126493553055633408
2079,google,neutral,126493550618742784
2080,google,neutral,126493370028797953
2081,google,neutral,126493352370765824
2082,google,neutral,126493335518068736
2083,google,neutral,126493327540502528
2084,google,neutral,126493322268250114
2085,google,neutral,126493312650719232
2086,google,neutral,126493280832724992
2087,google,neutral,126493225811841024
2088,google,neutral,126493189254291457
2089,google,neutral,126493174477758464
2090,google,neutral,126493155855052800
2091,google,neutral,126493015907897344
2092,google,neutral,126492985834733568
2093,google,neutral,126492945057718272
2094,google,neutral,126492886517809152
2095,google,neutral,126492864174755841
2096,google,neutral,126492839998783488
2097,google,neutral,126492795027456000
2098,google,neutral,126492775930798080
2099,google,neutral,126492775842713600
2100,google,neutral,126492759262633984
2101,google,neutral,126492737766834177
2102,google,neutral,126492735598366720
2103,google,neutral,126492726601584640
2104,google,neutral,126492719987179520
2105,google,neutral,126492692984238080
2106,google,neutral,126492604799004672
2107,google,neutral,126492471759867904
2108,google,neutral,126492440914956290
2109,google,neutral,126492364138221569
2110,google,neutral,126492325219278848
2111,google,neutral,126492310866362368
2112,google,neutral,126492274766004226
2113,google,neutral,126492105026703360
2114,google,neutral,126492088270454785
2115,google,neutral,126492059308785664
2116,google,neutral,126491876860755969
2117,google,neutral,126491752260575232
2118,google,neutral,126491726276853760
2119,google,neutral,126491658341715969
2120,google,neutral,126491610199490560
2121,google,neutral,126491517924810752
2122,google,neutral,126491513038442496
2123,google,neutral,126491459078729728
2124,google,neutral,126491267411619840
2125,google,neutral,126491255436881920
2126,google,neutral,126491202810953728
2127,google,neutral,126491025643552768
2128,google,neutral,126490806315008000
2129,google,neutral,126490801982275584
2130,google,neutral,126490797225934850
2131,google,neutral,126490763151421440
2132,google,neutral,126490760114733056
2133,google,neutral,126490712299675649
2134,google,neutral,126490709921497088
2135,google,neutral,126490662416826369
2136,google,neutral,126490566837026817
2137,google,neutral,126490278143082496
2138,google,neutral,126490265463701504
2139,google,neutral,126490235877081088
2140,google,neutral,126490166897541120
2141,google,neutral,126490158815125504
2142,google,neutral,126490134869852161
2143,google,neutral,126490118050684928
2144,google,neutral,126490034865045504
2145,google,neutral,126490011901231104
2146,google,neutral,126489950614073345
2147,google,neutral,126489908998176769
2148,google,neutral,126489751325908992
2149,google,neutral,126489719012990976
2150,google,neutral,126489665116192768
2151,google,neutral,126489609889783808
2152,google,neutral,126489523776536576
2153,google,neutral,126489506672160768
2154,google,neutral,126489489328705536
2155,google,neutral,126489300828307456
2156,google,neutral,126489263490596864
2157,google,neutral,126489146029129729
2158,google,neutral,126489064319881216
2159,google,neutral,126489048717074432
2160,google,neutral,126488983164289026
2161,google,neutral,126488935026266112
2162,google,neutral,126488912037289984
2163,google,neutral,126488727315943425
2164,google,neutral,126488649905864705
2165,google,neutral,126488582218203136
2166,google,neutral,126488561888399360
2167,google,neutral,126488352135450625
2168,google,neutral,126487924043821057
2169,google,neutral,126487912433975297
2170,google,neutral,126487846038147073
2171,google,neutral,126487807156944899
2172,google,neutral,126487788433584129
2173,google,neutral,126487744787660800
2174,google,neutral,126487541569433600
2175,google,neutral,126487465203736576
2176,google,neutral,126487372039847937
2177,google,neutral,126487167823388673
2178,google,neutral,126487043462266880
2179,google,neutral,126486964408033280
2180,google,neutral,126486941364527104
2181,google,neutral,126486926827065344
2182,google,neutral,126486798640754688
2183,google,neutral,126486616343724032
2184,google,neutral,126486384902017024
2185,google,neutral,126486348713570304
2186,google,neutral,126486111689256960
2187,google,neutral,126486051530354689
2188,google,neutral,126485712836112384
2189,google,neutral,126485684113522689
2190,google,neutral,126485085942845440
2191,google,neutral,126484200269426688
2192,google,neutral,126484162302586880
2193,google,neutral,126484021369778177
2194,google,neutral,126484018211454976
2195,google,irrelevant,126535062148759552
2196,google,irrelevant,126534927637417984
2197,google,irrelevant,126534908670783489
2198,google,irrelevant,126534871299538944
2199,google,irrelevant,126534769105305600
2200,google,irrelevant,126534678156029953
2201,google,irrelevant,126534649995464704
2202,google,irrelevant,126534648800096256
2203,google,irrelevant,126534648611340288
2204,google,irrelevant,126534647264972800
2205,google,irrelevant,126534525089091584
2206,google,irrelevant,126534223950651392
2207,google,irrelevant,126534127435530240
2208,google,irrelevant,126534054739836929
2209,google,irrelevant,126534037929074688
2210,google,irrelevant,126533966156148736
2211,google,irrelevant,126533775411781632
2212,google,irrelevant,126533688321253376
2213,google,irrelevant,126533686282825728
2214,google,irrelevant,126533684252774401
2215,google,irrelevant,126533682273071105
2216,google,irrelevant,126533680301752320
2217,google,irrelevant,126533636576129024
2218,google,irrelevant,126533618997792768
2219,google,irrelevant,126533452618137600
2220,google,irrelevant,126533364789424129
2221,google,irrelevant,126533325702701056
2222,google,irrelevant,126533318928896001
2223,google,irrelevant,126533134819921920
2224,google,irrelevant,126533119573630976
2225,google,irrelevant,126533008760111104
2226,google,irrelevant,126532931236794369
2227,google,irrelevant,126532704287199232
2228,google,irrelevant,126532561315958784
2229,google,irrelevant,126532543158820864
2230,google,irrelevant,126532472258301952
2231,google,irrelevant,126532467954950144
2232,google,irrelevant,126532295665532928
2233,google,irrelevant,126532294122024960
2234,google,irrelevant,126532119278264320
2235,google,irrelevant,126532046360289280
2236,google,irrelevant,126531989846241280
2237,google,irrelevant,126531827073679360
2238,google,irrelevant,126531797419950080
2239,google,irrelevant,126531615181651968
2240,google,irrelevant,126531519824142337
2241,google,irrelevant,126531381152059392
2242,google,irrelevant,126531281650589696
2243,google,irrelevant,126531280253882368
2244,google,irrelevant,126531278685216768
2245,google,irrelevant,126531098279804928
2246,google,irrelevant,126530329820397568
2247,google,irrelevant,126530251684720641
2248,google,irrelevant,126530242612432898
2249,google,irrelevant,126530163029704705
2250,google,irrelevant,126530054023946240
2251,google,irrelevant,126530000303292416
2252,google,irrelevant,126529908850700289
2253,google,irrelevant,126529643829399553
2254,google,irrelevant,126529610614718464
2255,google,irrelevant,126529609771659264
2256,google,irrelevant,126529491819433985
2257,google,irrelevant,126529490582118400
2258,google,irrelevant,126529267503861760
2259,google,irrelevant,126529265142472704
2260,google,irrelevant,126529171773067265
2261,google,irrelevant,126529003879272448
2262,google,irrelevant,126529001866002432
2263,google,irrelevant,126528999554949120
2264,google,irrelevant,126528997763989504
2265,google,irrelevant,126528993187999744
2266,google,irrelevant,126528938326495232
2267,google,irrelevant,126528826279866369
2268,google,irrelevant,126528658834853888
2269,google,irrelevant,126528444476555264
2270,google,irrelevant,126528018469494784
2271,google,irrelevant,126527955475251202
2272,google,irrelevant,126527760746295296
2273,google,irrelevant,126527053133656066
2274,google,irrelevant,126527051292356609
2275,google,irrelevant,126526946946457601
2276,google,irrelevant,126526850477469696
2277,google,irrelevant,126526815010426880
